Charge_Weight(kg),Burden(m),Spacing(m),Delay(ms),Temperature(°C),Wind_Speed(m/s),Seismometer(m/s²),Geophone(mm/s),Acc_X(m/s²),Acc_Y(m/s²),Acc_Z(m/s²),PSD_Value,PPV(mm/s),Frequency(Hz),Soil_Type_encoded,year,month,day,hour,minute,second,Vibration_Level_encoded,Timestamp
102.9879873005635,3.9930227290538154,6.808887142790379,13,28.53744551655153,4.4081767458770535,0.56427334722865,0.6601088096619713,0.0731027018245219,0.067759786399691,0.0981477885824067,0.4489388018173255,1.8095151353012668,5.948629719284163,1,2024,1,1,15,38,0,0,2024-01-01 15:38:00
62.95220434100254,3.644113879226819,4.198262711815495,16,31.103487947207537,4.751396118057035,1.3654123598816252,0.9391807449214612,0.059241487831201,0.0514185956340953,0.0220043112973968,0.1984171139853625,2.333007142264673,22.29840189118332,2,2024,1,1,9,17,0,1,2024-01-01 09:17:00
335.08836984240264,3.340475417036568,4.409499786438618,27,31.728843849397396,3.380978731782696,0.7028608110507213,2.29081335869007,0.0583452389443626,0.0950452678739354,0.0488905458054305,0.4776278225767185,3.811930199406858,21.2665250342424,2,2024,1,1,2,42,0,1,2024-01-01 02:42:00
170.90481172322575,4.352809067793562,6.226774078778957,31,18.84515836936184,4.941852833607856,0.5709622760508535,1.9295719279567276,0.093191891157442,0.0268670159185399,0.0733677101778102,0.4900531945037569,4.7006275637640105,47.79908058051844,2,2024,1,1,15,26,0,2,2024-01-01 15:26:00
460.9582486504121,2.1584753013934286,5.60889703818189,41,16.947337875824424,0.3364230646075727,0.6574951698314863,1.445062373586005,0.0214463070295198,0.0784802325665116,0.0418193968783903,0.0734832760085424,4.708626414774498,31.66004483556864,0,2024,1,1,4,33,0,2,2024-01-01 04:33:00
309.3297620750659,3.4130056340082566,6.774806371280883,28,24.35441231942302,1.7509326216598051,0.4804485616657826,2.044236465471477,0.0888145332903045,0.0886693416459589,0.0512260245165602,0.2709805773441103,4.870484554823519,41.61362107108238,1,2024,1,1,13,22,0,2,2024-01-01 13:22:00
182.116329919022,3.166650314837213,5.049455110183162,31,19.972097692266125,0.8739064243746691,0.7844478304241147,2.283304323753181,0.0908775035470993,0.0952729510956062,0.0304183464698344,0.1619113142620108,3.259775060788544,48.99755803426896,2,2024,1,1,4,29,0,1,2024-01-01 04:29:00
219.4085150951223,4.589898856618412,3.076464377719056,19,18.309995493273117,4.0184672593865125,0.7011590721994323,2.59852009402318,0.035799452315832,0.0897466570385972,0.056141926509593,0.4819254716294945,3.0449251157884705,42.398798331046784,2,2024,1,1,8,36,0,1,2024-01-01 08:36:00
363.49287074460153,2.2850269110610344,6.924711347049178,39,15.78723759639459,4.7585120319526855,0.3547120463416466,0.6772904785964238,0.058449373480892,0.0384936713571382,0.0598447824281041,0.4947754453879383,2.971737536577119,14.77609576163962,0,2024,1,1,13,18,0,1,2024-01-01 13:18:00
200.7075265956888,2.964805830398166,4.380768833976842,40,32.28732532911947,3.9871027697083217,2.1706498659021416,1.9771798074356464,0.0505238674146974,0.0808593253711655,0.041602932150113,0.0970284031892258,1.2639962289115496,38.89563864389424,1,2024,1,1,12,33,0,0,2024-01-01 12:33:00
378.8903638416399,2.9567204168637025,3.0943798585821165,46,30.12384468213561,1.7535489399604214,1.3218721244500529,1.894525314338586,0.0462133485587237,0.0613348592830777,0.0139574477459309,0.4924471939941856,4.669252785698996,44.30162478422384,1,2024,1,1,11,59,0,2,2024-01-01 11:59:00
294.59878750129485,3.039252834980137,3.5878508383528387,23,23.414731251372334,0.4742459662657805,2.273397130175517,2.193354615203791,0.0725939613259885,0.0292606401856486,0.0886826689015902,0.0738378077207453,0.9514897394543091,44.97942673148432,0,2024,1,1,12,27,0,0,2024-01-01 12:27:00
226.89397610004215,3.09686080939468,5.393429937191035,32,16.094654138499717,2.114717718707789,0.2812650064621285,2.8270821604395184,0.0778299524118623,0.0516095647713354,0.0307980029921111,0.4390966012504512,0.8810426985921045,38.6649608521971,2,2024,1,1,3,47,0,0,2024-01-01 03:47:00
450.5024038179049,4.472622937272476,4.017566323367388,20,21.74661217691531,0.1406075313896188,1.1315950180312062,1.3355383431502863,0.0952959523605674,0.0814452320933754,0.0292540404520942,0.4940584673809535,2.6052710590612174,44.56955411913739,0,2024,1,1,4,40,0,1,2024-01-01 04:40:00
454.1244302483212,5.386057354761112,6.672956346701748,26,20.15263997527058,4.900027315984085,1.2298839928304974,0.5820637470481003,0.0877512984664701,0.0934680552834486,0.0230408793376611,0.4054767213951673,1.3891306362274325,24.05858415354602,0,2024,1,1,14,13,0,0,2024-01-01 14:13:00
455.00838883164727,2.589810106825136,5.035562222364224,12,19.35175879863289,0.1051845123023431,0.2803430876262077,1.0170927765415212,0.0194034155777051,0.0783605650522517,0.0590507574151546,0.3264845041927246,3.864856194196826,24.099524998591058,0,2024,1,1,15,47,0,1,2024-01-01 15:47:00
465.1247215297831,2.04843390093955,3.7604305991349114,30,15.436934239724035,1.5986042466992711,1.2826752300758937,0.973402189479657,0.0608566412332094,0.0709471651305389,0.0757636195926597,0.2614109340639558,0.5060013777085641,7.931175740190318,1,2024,1,1,13,19,0,0,2024-01-01 13:19:00
302.5747389062733,4.050754044066034,5.093318524778965,18,17.614346471795145,2.3451246985894176,0.2179561368284249,2.326697528820976,0.0786519147588225,0.0465911027114941,0.0906086107361726,0.0700504842279439,3.942785441145038,12.63710373777098,1,2024,1,1,1,33,0,1,2024-01-01 01:33:00
305.7388715009622,2.604231567123601,5.162793906579641,13,21.41709085499687,1.5079343493677575,1.0962572244518385,2.885329103927681,0.0860703002344665,0.0548965921369846,0.013380046276617,0.2312391284363489,1.0071403719724634,14.518423298490234,2,2024,1,1,3,41,0,0,2024-01-01 03:41:00
123.64517428956702,4.460877752924043,4.936308278840807,34,22.095945793127772,1.8336095429689951,0.8254640811914764,2.7444895159800646,0.0339739877287021,0.0334357622870564,0.0923658703467938,0.2683639645669521,4.537418589193061,28.318322405439943,1,2024,1,1,12,9,0,2,2024-01-01 12:09:00
413.34806982382815,5.554992319475909,6.214414141766141,28,19.97079641854852,2.106504408166823,0.3444334363417185,1.1131982624359185,0.0309747869186372,0.0984419415632193,0.045059424803337,0.0612518507827664,4.592121470262356,27.01725016539237,0,2024,1,1,2,0,0,2,2024-01-01 02:00:00
203.47985797261632,5.851968015435979,4.221242706786925,46,23.15556068812325,4.78985533241227,0.4161028844952522,1.7940745709949182,0.0154065851519484,0.0458334544170615,0.0112583541674228,0.0666019800098456,2.0161709373381727,48.75169107837698,0,2024,1,1,3,0,0,1,2024-01-01 03:00:00
345.9258015351545,5.803454249001641,5.814743909843183,44,25.25749484610536,3.384100218150235,2.156869667993387,0.6809409829853061,0.0900207420154698,0.053264265083592,0.0975263033943768,0.1427657721260738,1.0493843974305472,13.520018907368172,1,2024,1,1,3,40,0,0,2024-01-01 03:40:00
378.0532256184443,3.71109253494345,6.482313700184028,36,32.18223515293833,4.872196553192377,1.1085990443381006,0.5942434760566766,0.0346971368472113,0.0842250847669228,0.0631269164580039,0.3894691799862093,1.0858520714036106,43.27038130027056,2,2024,1,1,1,15,0,0,2024-01-01 01:15:00
352.26530798263553,3.026251134805455,5.454416456949834,20,34.396377292675695,4.368390172803744,1.176718219882562,2.6377735549936,0.08615072669996,0.0362365235336073,0.0329164179987605,0.432991347004465,2.4986489099905382,23.40534815313229,0,2024,1,1,9,3,0,1,2024-01-01 09:03:00
83.54778965589688,3.418488630563106,3.658825413729184,11,32.59504804588687,1.3177573974838892,0.5411509347563559,0.7834677388814313,0.0690531482662698,0.0721630935549249,0.0181910626194265,0.4413958556062666,3.551821630650806,32.048455955287665,1,2024,1,1,1,8,0,1,2024-01-01 01:08:00
